relative_path,quotation_number,qn_confidence,boq_status
Q2510N143\Q2510N143_Jakson Ltd_NTPC.txt,Q2510N143,HIGH,FOUND
Q2510N143\Q2510N143R1_Jakson Ltd_NTPC.txt,Q2510N143R1,HIGH,FOUND
Q2510N143\Q2510N143R5_Jakson Ltd_NTPC.txt,Q2510N143R5,HIGH,FOUND
Q2510X016\Q2510X016_Siemens Australia_WTP Gas Plant.txt,Q2510X016,HIGH,FOUND
Q2510X017\Offer_ Q2510X017_NEM Energy B.V. _CEMS _Techno commercial.txt,Q2510X017,HIGH,FOUND
Q2511B061\OFFER#Q2511B061_AIR WATER INDIA PVT LTD TECHNICAL.txt,Q2511B061,HIGH,FOUND
Q2511C032\Offer _Q2511C032_The India cements Ltd_Technical.txt,Q2511C032,HIGH,FOUND
Q2511C032\Offer _Q2511C032R1_The India cements Ltd_Technical.txt,Q2511C032R1,HIGH,FOUND
Q2511C032\Offer _Q2511C032R2_The India cements Ltd_Techno commercial_.txt,Q2511C032R2,HIGH,FOUND
Q2511C032\Offer _Q2511C032R3_The India cements Ltd_Technical.txt,Q2511C032R3,HIGH,FOUND
Q2511C033\OFFER#Q2511C033 AMALGAMATIONS VALEO CLUTCH PVT LTD.txt,Q2511C033,HIGH,FOUND
Q2511C033\OFFER#Q2511C033R1 AMALGAMATIONS VALEO CLUTCH PVT LTD.txt,Q2511C033R1,HIGH,FOUND
Q2511C033\OFFER#Q2511C033R2 AMALGAMATIONS VALEO CLUTCH PVT LTD.txt,Q2511C033R2,HIGH,FOUND
Q2511E143\OFFER#Q2511E143 UTCL HIRMI CEMENTS WORK.txt,Q2511E143,HIGH,FOUND
Q2511E143\OFFER#Q2511E143R1 UTCL HIRMI CEMENTS WORK.txt,Q2511E143R1,HIGH,FOUND
Q2511E144\OFFER#Q2511E144 DCBL CEMS.txt,Q2511E144,HIGH,FOUND
Q2511E146\OFFER#Q2511E146 JINDAL PANTHER CEMS.txt,Q2511E146,HIGH,FOUND
Q2511E150\OFFER#Q2511E150_TSL NINL CO&O2 TDLS.txt,Q2511E150,HIGH,FOUND
Q2511E150\OFFER#Q2511E15OR2_CO_O2_TDLS_OPTION1-3 SYSTEMS.txt,Q2511E150R2,HIGH,FOUND
Q2511E152\Offer#Q2511E152 _TSL_FERRO ALLOY_CEMS.txt,Q2511E152,HIGH,FOUND
Q2511E153\OFFER#Q2511E153_TSL  CO&O2 TDLS.txt,Q2511E153,HIGH,FOUND
Q2511E153\OFFER#Q2511E153R1_TSL  CO&O2 TDLS.txt,Q2511E153R1,HIGH,FOUND
Q2511E153\OFFER#Q2511E153R2_TSL CO&O2 TDLS.txt,Q2511E153R2,HIGH,FOUND
Q2511E154\OFFER#Q2511E154_SAIL_RSP_TECHNO COMMERCIAL.txt,Q2511E154,HIGH,FOUND
Q2511E155\OFFER#Q2511E155-JSPL ANGUL SHS MASS SPECS.txt,Q2511E155,HIGH,FOUND
Q2511E155\OFFER#Q2511E155R1-JSPL ANGUL SHS MASS SPECS.txt,Q2511E155R1,HIGH,FOUND
Q2511E156\OFFER#Q2511E156 TSL PANEL WITH SHS .txt,Q2511E156,HIGH,FOUND
Q2511E157\OFFER#Q2511E157 JSPL RAIGARH .txt,Q2511E157,HIGH,FOUND
Q2511E157\OFFER#Q2511E157R1 JSPL RAIGARH CEMS .txt,Q2511E157R1,HIGH,FOUND
Q2511G017\OFFER#Q2511G017 ADANI KUTCH COPPER LTD.txt,Q2511G017,HIGH,FOUND
Q2511G018\Q2511G018_L&T_QAFCO_3500 MTPD Ammonia Plant_.txt,Q2511G018,HIGH,FOUND
Q2511H063\Offer#Q2511H063-TSGENCO_DILUTION ANALYSERS.txt,Q2511H063,HIGH,FOUND
Q2511H063\Offer#Q2511H063R1-TSGENCO_DILUTION ANALYSERS.txt,Q2511H063R1,HIGH,FOUND
Q2511H065\OFFER_Q2511H065_Coromandel_Kakinada _Technical.txt,Q2511H065,HIGH,FOUND
Q2511H065\OFFER_Q2511H065R1_Coromandel_Kakinada _Technical.txt,Q2511H065R1,HIGH,FOUND
Q2511H065\OFFER_Q2511H065R2_Coromandel_Kakinada _Technical.txt,Q2511H065R2,HIGH,FOUND
Q2511H065\OFFER_Q2511H065R3_Coromandel_Kakinada _Techno commercial.txt,Q2511H065R3,HIGH,FOUND
Q2511M028\OFFER#Q2511M028 _RCF_Techno commercial.txt,Q2511M028,HIGH,FOUND
Q2511M029\Q2511M029  TECHNICAL OFFER FOR CEMS AND CAAQMS SYSTEM FOR TATASTEEL TARAPUR PROJECT.txt,Q2511M029,HIGH,FOUND
Q2511N145\OFFER#Q2511N145_DCBL-RAJGANGPUR.txt,Q2511N145,HIGH,FOUND
Q2511N145\OFFER#Q2511N145R1_DCBL-RAJGANGPUR.txt,Q2511N145R1,HIGH,FOUND
Q2511N146\Offer#Q2511N146_NIPPON_STEEL_DUST_SAIL_ISP CDQ_TECHNICAL.txt,Q2511N146,HIGH,FOUND
Q2511N147\Offer#Q2511N029R1_AIR LIQUIDE__TECHNICAL.txt,Q2511N029R1,HIGH,FOUND
Q2511N148\Offer#Q2511N148 ISGEC ADANI WILMAR LTD CEMS.txt,Q2511N148,HIGH,FOUND
Q2511N148\Offer#Q2511N148R1 ISGEC ADANI WILMAR LTD CEMS.txt,Q2511N148R1,HIGH,FOUND
"Q2511X019\OFFER#Q2511X019_ Siemens, Thailand _Techno commercial.txt",Q2511X019,HIGH,FOUND
"Q2511X019\OFFER#Q2511X019R1_ Siemens, Thailand _Techno commercial.txt",Q2511X019R1,HIGH,FOUND
Q2511X020\OFFER#_ Q2511X020 _ Cimerwa _Techno commercial.txt,Q2511X020,HIGH,FOUND
Q2512AKAI033\empty.txt,,LOW,NOT_FOUND
Q2512C034\OFFER#Q2512C034_LNVT_ACL Mundra_Technical.txt,Q2512C034,HIGH,FOUND
Q2512C035\Offer _Q2512C035_The India cements Ltd_Technical.txt,Q2512C035,HIGH,FOUND
Q2512C036\OFFER#Q2512C036_JSW SALEM_Techno commercial.txt,Q2512C036,HIGH,FOUND
Q2512C037\OFFER#_Q2512C037_ Southern Petrochemical Industries Corporation ltd (SPIC)_Technical.txt,Q2512C037,HIGH,FOUND
Q2512C037\OFFER#_Q2512C037R1_ Southern Petrochemical Industries Corporation ltd (SPIC)_Technical.txt,Q2512C037R1,HIGH,FOUND
Q2512C037\OFFER#_Q2512C037R2_ Southern Petrochemical Industries Corporation ltd (SPIC)_Techno commercial.txt,Q2512C037R2,HIGH,FOUND
Q2512E162\Offer#Q2512E162_SAIL BHILAI_DRY GAS SYSTEM_BUDGETARY_OFFERR.txt,Q2512E162,HIGH,FOUND
Q2512E163\Offer#Q2512E163 JSPL ANGUL CO APH.txt,Q2512E163,HIGH,FOUND
Q2512E163\Offer#Q2512E163R1 JSPL ANGUL CO APH.txt,Q2512E163R1,HIGH,FOUND
Q2512E164\Offer#Q2512E164 ADANI FARAKKA HAG.txt,Q2512E164,HIGH,FOUND
Q2512E165\OFFER#Q2512E165 SHYAM METALICS  TOP GAS EXTRACTIVE.txt,Q2512E165,HIGH,FOUND
Q2512E165\OFFER#Q2512E165R2 SHYAM METALICS  TOP GAS EXTRACTIVE.txt,Q2512E165R2,HIGH,FOUND
Q2512E165\OFFER#Q2512E165R3 SHYAM METALICS  TOP GAS EXTRACTIVE.txt,Q2512E165R3,HIGH,FOUND
Q2512E165\OFFER#Q2512E165R4 SHYAM METALICS  TOP GAS EXTRACTIVE.txt,Q2512E165R4,HIGH,FOUND
Q2512E166\OFFER#Q2512E166_L&T _Technical.txt,Q2512E166,HIGH,FOUND
Q2512E166\OFFER#Q2512E166R1_L&T _Technical.txt,Q2512E166R1,HIGH,FOUND
Q2512E166\OFFER#Q2512E166R2_L&T _Techno commercial.txt,Q2512E166R2,HIGH,FOUND
Q2512E167\OFFER#Q2512E167_L&T_TSL_JSR_TECHNICALL.txt,Q2512E167,HIGH,FOUND
Q2512E167\OFFER#Q2512E167R1_L&T_TSL_JSR_TECHNICALL.txt,Q2512E167R1,HIGH,FOUND
Q2512E167\OFFER#Q2512E167R2_L&T_TSL_JSR_TECHNICALL.txt,Q2512E167R2,HIGH,FOUND
Q2512E167\OFFER#Q2512E167R3_L&T_TSL_JSR_TECHNICALL.txt,Q2512E167R3,HIGH,FOUND
Q2512E167\OFFER#Q2512E167R4_L&T_TSL_JSR_TECHNICALL.txt,Q2512E167R4,HIGH,FOUND
Q2512E168\Offer#Q2601E001_RUNGTA MINES LTD.txt,Q2601E001,HIGH,FOUND
Q2512E168\Offer#Q2601E001R1_RUNGTA MINES LTD.txt,Q2601E001R1,HIGH,FOUND
Q2512E169\OFFER#Q2512E169 MECON LTD-SAIL BOKARO TAIL GAS 900.txt,Q2512E169,HIGH,FOUND
Q2512E170\OFFER#Q2512E170_L&T _Technical.txt,Q2512E170,HIGH,FOUND
Q2512E170\OFFER#Q2512E170R1_L&T _Technical.txt,Q2512E170R1,HIGH,FOUND
Q2512E171\OFFER#Q2512E171_Godawari Power And Ispat Ltd CV for NG.txt,Q2512E171,HIGH,FOUND
Q2512G019\Q2512G019_Mysore Ammonia & Chemicals_UHP Ammonia.txt,Q2512G019,HIGH,FOUND
Q2512G020\Q2512G020_RIL JMD_CEMS.txt,Q2512G020,HIGH,FOUND
Q2512H067\Offer#Q2512H067_BHEL_CV_TSL KPO.txt,Q2512H067,HIGH,FOUND
Q2512H068\OFFER#Q2512H068 _Dalmia Cement (Bharat) Limited (DCBL)_Techno commercial.txt,Q2512H068,HIGH,FOUND
Q2512H069\Q2512H069_Enecovery Waste Solutions Private Limited_GC.txt,Q2512H069,HIGH,FOUND
Q2512N150\Q2512N150_EIL_BPCL_CEMS.txt,Q2512N150,HIGH,FOUND
Q2512N151\Q2512N151_Gas Analysis_Siemens Energy India.txt,Q2512N151,HIGH,FOUND
Q2512N151\Q2512N151R1_Gas Analysis_Siemens Energy India.txt,Q2512N151R1,HIGH,FOUND
Q2512N151\Q2512N151R2_Gas Analysis_Siemens Energy India.txt,Q2512N151R2,HIGH,FOUND
Q2512N154\OFFER#Q2512N154_STAR CEMENT LTD.txt,Q2512N154,HIGH,FOUND
Q2512N154\OFFER#Q2512N154R1_STAR CEMENT LTD.txt,Q2512N154R1,HIGH,FOUND
Q2512N154\OFFER#Q2512N154R2_STAR CEMENT LTD.txt,Q2512N154R2,HIGH,FOUND
Q2512N155\Offer_Q2512N155_Isgec Heavy Engineering_Gallantt Ispat_Technical.txt,Q2512N155,HIGH,FOUND
"Q2512N156\OFFER#Q2512N156_Hindalco Industries Limited, Renukoot _Technical.txt",Q2512N156,HIGH,FOUND
"Q2512N156\OFFER#Q2512N156R1_Hindalco Industries Limited, Renukoot _Technical.txt",Q2512N156R1,HIGH,FOUND
"Q2512N156\OFFER#Q2512N156R3_Hindalco Industries Limited, Renukoot _Technical.txt",Q2512N156R3,HIGH,FOUND
Q2512N157\Offer_Q2512N157_Isgec Heavy Engineering_JSW Dolvi_ Technical_.txt,Q2512N157,HIGH,FOUND
Q2512N157\Offer_Q2512N157R1_Isgec Heavy Engineering_JSW Dolvi_ Technical.txt,Q2512N157R1,HIGH,FOUND
Q2512N158\OFFER#Q2512N158 NFL BHATINDA CEMS.txt,Q2512N158,HIGH,FOUND
Q2512N158\OFFER#Q2512N158R1 NFL BHATINDA CEMS.txt,Q2512N158,HIGH,FOUND
Q25260137-SQ2505N120\TECHNICAL OFFER-Q25260137-SQ2505N120-UDAIPUR CEMENT WORKS LTD-6000125340.txt,SQ2505N120,HIGH,FOUND
Q25AKA10020\Q25AKA10020_H2 NH3 FFC  R0.txt,Q25AKA10020,HIGH,FOUND
Q25AKAI10056\Q24AKAI10056 GPS ADNOC Upper Zakum.txt,Q24AKAI10056R1,HIGH,FOUND
Q25AKAI10056\Q24AKAI10056R3 GPS ADNOC Upper Zakum_13052025.txt,Q24AKAI10056R3,HIGH,FOUND
Q25AKAI10062\Q25AKAI10062 tkUIPL ADNOC EDC VCM PLANT.txt,Q25AKAI10062,HIGH,FOUND
Q25AKAI10073\Q25AKAI10073_GC_SCS_ADAS_Qatar Energy_07062025.txt,Q25AKAI10073,HIGH,FOUND
Q25AKAI10081\Q25AKAI10081_MOISTURE ANALYSER_TECHNO COMMERCIAL.txt,Q25AKAI10081,HIGH,FOUND
Q25AKIC10080\Q25AKIC10080_Blue NH3_LINDE_20012025.txt,Q25AKIC10080,HIGH,FOUND
Q25AKIC10085\Q25AKIC10085_Obsolete GC upgrade_Yanbu_aramco.txt,Q25AKIC10085,HIGH,FOUND
Q25AKIC10091\Q25AKIC10091_AKIC_Offer_Calomat 6.txt,Q25AKIC10091,HIGH,FOUND
Q25AKIC10092\Q25AKIC10092_Supply Gate_Calomat 6.txt,Q25AKIC10092,HIGH,FOUND
Q25AKIC10095\GC-Yanbu NGL Aramco_AKIC_Budgetary Quote.txt,,LOW,FOUND
Q25AKIC10096\Q25AKIC10096A_BTU GC_ SAN2.txt,Q25AKIC10096A,HIGH,FOUND
Q25AKIC10096\Q25AKIC10096B_BTU GC_ SAN5.txt,Q25AKIC10096B,HIGH,FOUND
Q25AKIC10098\Q24AKIC10098_COD_pH_YANSAB.txt,Q25AKIC10098,HIGH,FOUND
Q25AKIC10123\Q25X10123 - Valmet TR Khafji Gas Plant.txt,Q25X10123,HIGH,NOT_FOUND
Q25E10021\Q25E10021_HPL_DECOKE.txt,Q25E10021,HIGH,FOUND
Q25E10021\Q25E10021R1_HPL_DECOKE.txt,Q25E10021R1,HIGH,FOUND
Q25E10022\Q25E10022_AIR GAS_Hydrogen Analyser.txt,Q25E10022,HIGH,FOUND
Q25E10023\Q25E10023_HPL_CO ANALYSER.txt,Q25E10021R1,HIGH,FOUND
Q25E10024\Q25E10024_IOCL_Haldia_TEchnical.txt,Q25E10024,HIGH,NOT_FOUND
Q25E10026\Q25E10026_IOCL_Paradip_H2- Tender.txt,Q25E10026,HIGH,FOUND
Q25E10029\Q25E10029_IOCL_Paradip_H2- Tender.txt,Q25E10029,HIGH,FOUND
Q25E10030\Q25E10026_IOCL_Paradip_H2- Tender.txt,Q25E10026,HIGH,FOUND
Q25E10030\Q25E10030_IOCL_Paradip_H2- Tender.txt,Q25E10030,HIGH,FOUND
Q25E10031\Q25E10031R0_O2 Analyser_Adani MPL.txt,Q25E10031R0,HIGH,FOUND
Q25E10031\Q25E10031R1_Vrinda_Adani MPL_O2 Analyser.txt,Q25E10031R1,HIGH,FOUND
Q25E10031\Q25E10031R2_Vrinda_Adani MPL_O2 Analyser.txt,Q25E10031R2,HIGH,FOUND
Q25E10031\Q25E10031R3_Vrinda_Adani MPL_O2 Analyser.txt,Q25E10031R3,HIGH,FOUND
Q25E10031\Q25E10031R4_Vrinda_Adani MPL_O2 Analyser.txt,Q25E10031R4,HIGH,FOUND
Q25E10032\Q25E10032_IOCL_Guwahati_HC+Benzene GC- Tender.txt,Q25E10032,HIGH,FOUND
Q25E10033\Q25E10033_Technical Offer Air Demand.txt,Q25E10033,HIGH,FOUND
Q25E10034\Q25E10034_LINDE_for Analyzer Panel.txt,Q25E10034R0,HIGH,FOUND
Q25E10034\Q25E10034R1_LINDE_for Analyzer Panel.txt,Q25E10034R1,HIGH,FOUND
Q25E10034\Q25E10034R2_LINDE_for Analyzer Panel.txt,Q25E10034R2,HIGH,FOUND
Q25E10034\Q25E10034R3_LINDE_for Analyzer Panel.txt,Q25E10034R3,HIGH,FOUND
Q25E10034\Q25E10034R4_LINDE_for Analyzer Panel.txt,Q25E10034R4,HIGH,FOUND
Q25E10034\Q25E10034R5_LINDE_for Analyzer Panel.txt,Q25E10034R5,HIGH,FOUND
Q25E10034\Q25E10034R6_LINDE_for Analyzer Panel.txt,Q25E10034R6,HIGH,FOUND
Q25E10034\Q25E10034R7_LINDE_for Analyzer Panel.txt,Q25E10034R7,HIGH,FOUND
Q25E10036\Q25E10036C0_HPL_LPG_GC_Offer.txt,Q25E10036C0,HIGH,FOUND
Q25E10036\Q25E10036T0_HPL_LPG_GC_Offer.txt,Q25E10036T0,HIGH,FOUND
Q25E10037\Q25E10037_Offfer for Analyzer Panel & SHS.txt,Q25E10037,HIGH,FOUND
Q25E10037\Q25E10037R1_LINDE_for Analyzer Panel_Commercial offer.txt,Q25E10037R1,HIGH,FOUND
Q25E10038\Q25E10038_LINDE_Container for Analyzer Panel.txt,Q25E10038R0,HIGH,FOUND
Q25G10077\Q25G10077_RIL DMD_Commercial.txt,Q25G10077R1,HIGH,FOUND
Q25G10077\Q25G10077R1_RIL DMD-Commercial.txt,Q25G10077R1,HIGH,FOUND
Q25G10078\Q25G10078_commercial.txt,Q24W10078,HIGH,FOUND
Q25G10079\Q25G10079_11.09.2025.txt,Q25W10079R1,HIGH,FOUND
Q25G10079\Q25G10079_Techno commercial (1).txt,Q25W10079,HIGH,FOUND
Q25G10079\Q25G10079_Techno commercial.txt,Q25W10079,HIGH,FOUND
Q25G10079\Q25G10079R2_27.10.2025.txt,Q25W10079R2,HIGH,FOUND
Q25G10080\Q25G10080_technocommercial.txt,Q24G10080,HIGH,FOUND
Q25G10082\Q25G10082_H2S analyser for SRU stack Technical offer__.txt,Q25G10082,HIGH,FOUND
Q25G10084\Q25G10084_ADANI.txt,Q25G10084,HIGH,NOT_FOUND
Q25G10085\Q25G10085_L&T_Petronet_PP_Gujarat_1.txt,Q25G10085,HIGH,FOUND
Q25G10086\Q25G10086_Distilation_TECHNICAL OFFER.txt,Q25G10086,HIGH,FOUND
Q25G10088\Q25G100886_GC Additional components_TechnoCommercial.txt,Q25G100886,HIGH,FOUND
Q25G10089\Q25G10089_Moisture Analyser system.txt,Q25G10089,HIGH,FOUND
Q25G10090\OFFER#Q25G10090_Adani Petrochemical Ltd._Technial.txt,Q25G10090,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R10_Adani Petrochemical Ltd._Techno commercial.txt,Q25G10090R10,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R1_Adani Petrochemical Ltd._Technial.txt,Q25G10090R1,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R2_Adani Petrochemical Ltd._Technial_.txt,Q25G10090R2,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R3_Adani Petrochemical Ltd._Technial_.txt,Q25G10090R3,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R4_Adani Petrochemical Ltd._Technial_.txt,Q25G10090R4,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R5_Adani Petrochemical Ltd._Technial_.txt,Q25G10090R5,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R6_Adani Petrochemical Ltd._Techno commercial.txt,Q25G10090R6,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R7_Adani Petrochemical Ltd._Techno commercial.txt,Q25G10090R7,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R8_Adani Petrochemical Ltd._Techno commercial.txt,Q25G10090R8,HIGH,FOUND
Q25G10090\OFFER#Q25G10090R9_Adani Petrochemical Ltd._Techno commercial.txt,Q25G10090R9,HIGH,FOUND
Q25G10092\Price Summary sheet_Upgradation of Aromatic GC_1000205171.txt,,LOW,NOT_FOUND
Q25G10092\Q25G10092_Aromatic GC Upgradation_RIL JMD_1000205171.txt,Q24G10092,HIGH,FOUND
Q25G10093\Q25G10093_Firm_Techo Commercial offer_BPCL Bina LLDP-HDPE_L&T_19.03.2026.txt,Q25G10093R2,HIGH,NOT_FOUND
Q25G10093\Q25G10093_Technical offer_BPCL Bina LLDP-HDPE_13.06.2025_.txt,Q25G10093,HIGH,NOT_FOUND
Q25G10093\Q25G10093R1_Techo Commercial offer_BPCL Bina LLDP-HDPE_L&T.txt,Q25G10093R1,HIGH,NOT_FOUND
Q25G10093\Q25G10093R3_Firm_Techo Commercial offer_BPCL Bina LLDP-HDPE_L&T_27.03.2026.txt,Q25G10093R3,HIGH,NOT_FOUND
Q25G10093\Q25G10093R4_Firm_Technical offer_BPCL Bina LLDP-HDPE_L&T_07.05.2026.txt,Q25G10093R4,HIGH,NOT_FOUND
Q25G10093\Q25G10093R5_Firm_Commercial offer_BPCL Bina LLDP-HDPE_L&T_15.05.2026.txt,Q25G10093R5,HIGH,NOT_FOUND
Q25G10093\Q25G10093R6_Firm_Commercial offer_BPCL Bina LLDP-HDPE_L&T_26.05.2026.txt,Q25G10093R6,HIGH,NOT_FOUND
Q25G10093\Q25G10093R7_Technical offer_BPCL Bina LLDP-HDPE_L&T_04.06.2026.txt,Q25G10093R7,HIGH,NOT_FOUND
Q25G10093\Q25G10093R8_Firm_Technical offer_BPCL Bina LLDP-HDPE_L&T_10.06.2026.txt,Q25G10093R8,HIGH,NOT_FOUND
Q25G10093\Q25G10093R9_BPCL Bina LLDP-HDPE_L&T_12.06.2026_Commercial.txt,Q25G10093R9,HIGH,NOT_FOUND
Q25G10094\Q25G10094R1_LTTS_Technical.txt,Q24N10094R1,HIGH,FOUND
Q25G10094\Q25G10094R2_LTTS_Technical.txt,Q24N10094R2,HIGH,FOUND
Q25G10094\Q25G10094R3_LTTS_Techno commercial.txt,Q24N10094R3,HIGH,FOUND
Q25G10095\Q25G10095_L&T_PP_Petronet_IOCL Gujarat.txt,Q25G10095,HIGH,FOUND
Q25G10095\Q25G10095R1_L&T_PP_Petronet_IOCL Gujarat.txt,Q25G10095R1,HIGH,FOUND
Q25G10095\Q25G10095R2_L&T_PP_Petronet_IOCL Gujarat.txt,Q25G10095R2,HIGH,FOUND
Q25G10097\Q25G10097_TECHNO COMMERCIAL OFFER_L&T_IOCL PANIPAT_04.07.25..txt,Q25G10097,HIGH,NOT_FOUND
Q25G10098\Q25G10098_Techno Commercial offer_BPCL Bina_PPU & Butene-1_Project_L&T_07.08.25.txt,Q25G10098,HIGH,FOUND
Q25G10099\Q25G10099_DTA_PP GC_RIL JMD - Offer.txt,Q25G10099,HIGH,FOUND
Q25G10099\Q25G10099R4_DTA_PP GC_RIL JMD - Offer.txt,Q25G10099R4,HIGH,FOUND
Q25G10099\Q25G10099T1_DTA_PP GC_RIL JMD - Offer.txt,Q25G10099T1,HIGH,FOUND
Q25G10099\Q25G10099T2_DTA_PP GC_RIL JMD - Offer.txt,Q25G10099T2,HIGH,FOUND
Q25G10099\Q25G10099T3_DTA_PP GC_RIL JMD - Offer.txt,Q25G10099T3,HIGH,FOUND
Q25G10100\Q25G10100_L&T_Green Ammonia Project_Technical offer.txt,Q25G10100,HIGH,FOUND
Q25G10101\Q25G10101_O2 Analyser_Green PVC_Adani MPL.txt,Q25G10101,HIGH,FOUND
Q25G10101\Q25G10101R1_O2 Analyser_Green PVC_Adani MPL.txt,Q25G10101R1,HIGH,FOUND
Q25G10101\Q25G10101R2_O2 Analyser_Green PVC_Adani MPL.txt,Q25G10101R2,HIGH,FOUND
Q25G10102\Q25G10102_RIL HMD Modification offer.txt,Q25G10102,HIGH,FOUND
Q25G10102\Q25G10102R1_RIL HMD Modification offer.txt,Q25G10102R1,HIGH,FOUND
Q25G10103\Q25G10103T0_GOP Plant_RIL VMD-Offer.txt,Q2510103T0,HIGH,FOUND
Q25G10104\Q25W10189_RIL VMD_FPU GC Upgradation.txt,Q25W10189,HIGH,FOUND
Q25G10106\Q25G10106T0_L&T_IOCL PANIPAT.txt,Q25G10106T0,HIGH,FOUND
Q25G10106\Q25G10106T1C0_L&T_IOCL PANIPAT.txt,Q25G10106T1C0,HIGH,FOUND
Q25G10107\Q25G10107_Moisture Analyser_BPCL Bina.txt,Q25G10107,HIGH,FOUND
Q25G10108\Q25G10108_O2_PY Plant_RIL HMD.txt,Q25G10108,HIGH,FOUND
Q25G10109\Q25G10109C0_LTTS_PH1 Exxonmobil GC-offer.txt,Q25G10109C0,HIGH,FOUND
Q25G10109\Q25G10109T0_LTTS_PH1 Exxonmobil GC-offer.txt,Q25G10109T0,HIGH,FOUND
Q25G10109\Q25G10109T1_LTTS_PH1 Exxonmobil GC-offer.txt,Q25G10109T1,HIGH,FOUND
Q25G10110\Q25G10110_Nayara H2 Analyser_Technical offer.txt,Q25G10110,HIGH,FOUND
Q25G10111\Q25G10111_Nayara Energy_Cycle Gas GC - Offer.txt,Q25G10111T0,HIGH,FOUND
Q25G10113\Q25G10113_RIL_HMD_GC Spares-Offer.txt,Q25G10113,HIGH,FOUND
Q25G10113\Q25G10113R2_RIL_HMD_GC Spares-Offer.txt,Q25G10113R2,HIGH,FOUND
Q25G10114\Q25G10114_RIL_D_EDC_Sampling System_Technical Offer..txt,Q25G10114,HIGH,FOUND
Q25G10114\Q25G10114T1_RIL_D_EDC_Sampling System_Technical Offer..txt,Q25G10114T1,HIGH,FOUND
Q25G10114\Q25G10114T2_RIL_D_EDC_Sampling System_Technical Offer..txt,Q25G10114T2,HIGH,FOUND
Q25G10115\Q25G10115_L&T_KOC.txt,Q25G10115,HIGH,FOUND
Q25G10116\Q25G10116_ADANI_TECHNICAL OFFER_02.12.2025.txt,Q25G10116,HIGH,NOT_FOUND
Q25G10116\Q25G10116R1_ADANI_SHELTER_WOBBE INDEX_05.01.2026.txt,Q25G10116R1,HIGH,NOT_FOUND
Q25G10116\Q25G10116R2_ADANI_SHELTER_WOBBE INDEX_27.01.2026.txt,Q25G10116R2,HIGH,NOT_FOUND
Q25G10117\Q25G10117_L&T_Petronet Dahej_Double wall storage tanks.txt,Q25G10117R0,HIGH,FOUND
Q25G10117\Q25G10117R1_L&T_Petronet Dahej_Double wall storage tanks _Commercial.txt,Q25G10117R1,HIGH,FOUND
Q25G10117\Q25G10117R2_L&T_Petronet Dahej_Double wall storage tanks _Technical.txt,Q25G10117R2,HIGH,FOUND
Q25G10117\Q25G10117R3_L&T_Petronet Dahej_Double wall storage tanks _Technical.txt,Q25G10117R3,HIGH,FOUND
Q25G10119\Q25G10119R0_Viscosity and RVP Analyser system.txt,Q25G10119R0,HIGH,NOT_FOUND
Q25G10120\Q25G10120_Linde_Godrej_Technical offer.txt,Q25G10120,HIGH,FOUND
Q25G10120\Q25G10120R1_Linde_Godrej_Techno-commercial offer.txt,Q25G10120R1,HIGH,FOUND
Q25G10120\Q25G10120R2_Linde_Godrej_Techno-commercial offer..txt,Q25G10120R2,HIGH,FOUND
Q25N10064\Q25N10064_Bechtel_RIL NMD.txt,Q25N10064,HIGH,NOT_FOUND
Q25N10065\Q25N10065_EIL_NRL Aqueous Ammonia offer.txt,Q25N10065,HIGH,FOUND
Q25N10066\Q25N10066_Esteem_O2 & COe_Technical offer.txt,Q25N10066,HIGH,FOUND
Q25N10067\Q25N10067_Bechtel_RIL NMD.txt,Q25N10067,HIGH,NOT_FOUND
Q25N10067\Q25N10067R1_Bechtel_RIL NMD_11.04.25.txt,Q25N10067R1,HIGH,FOUND
Q25N10067\Q25N10067R2_Bechtel_RIL NMD_29.04.25.txt,Q25N10067R2,HIGH,FOUND
Q25N10067\Q25N10067R3_Bechtel_RIL NMD_20.05.25.txt,Q25N10067R3,HIGH,FOUND
Q25N10067\Q25N10067R4_Bechtel_RIL NMD_28.05.25.txt,Q25N10067R4,HIGH,NOT_FOUND
Q25N10067\Q25N10067R5_Bechtel_RIL NMD_04.06.25.txt,Q25N10067R5,HIGH,NOT_FOUND
Q25N10067\Q25N10067R6_Commercial_Bechtel_RIL NMD_16.06.25.txt,Q25N10067R6,HIGH,FOUND
Q25N10067\Q25N10067R7_Commercial_Bechtel_RIL NMD.txt,Q25N10067R7,HIGH,FOUND
Q25N10070\Q25N10070_OFFER_TECHNIP_13.03.2025.txt,Q25N10070,HIGH,NOT_FOUND
Q25N10071\Q25N10071_TECHNIP_06.03.2025.txt,Q25N10071,HIGH,FOUND
Q25N10072\Q25N10072_OFFER_TECHNIP_27.03.2025.txt,Q25N10072,HIGH,NOT_FOUND
